ticker,source_type,published_date,url
DIS,SEC,2025-11-13,https://www.sec.gov/Archives/edgar/data/1744489/000174448925000155/dis-20250927.htm
DIS,SEC,2024-11-14,https://www.sec.gov/Archives/edgar/data/1744489/000174448924000276/dis-20240928.htm
DIS,SEC,2023-11-21,https://www.sec.gov/Archives/edgar/data/1744489/000174448923000216/dis-20230930.htm
DIS,SEC,2022-11-29,https://www.sec.gov/Archives/edgar/data/1744489/000174448922000213/dis-20221001.htm
DIS,SEC,2021-11-24,https://www.sec.gov/Archives/edgar/data/1744489/000174448921000220/dis-20211002.htm
